"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-humanas",2021,81," Vocês que fazem parte dessa massa Que passa nos projetos do futuro E duro tanto ter que caminhar E dar muito mais do que receber E, ô, ô, vida de gado Povo marcado E, povo feliz! ZÉ RAMALHO. A peleja do diabo com o dono do céu. Rio de Janeiro: Sony, 1979 (fragmento). "," Qual comportamento coletivo é criticado no trecho da letra da canção lançada em 1979? ","Militância política.","Passividade social.","Altruísmo religioso.","Autocontrole moral.","Inconformismo eleitoral.","B",""
"ciencias-humanas",2021,82," TEXTO I Em 2016, foram gerados 44,7 milhões de toneladas de resíduos eletrônicos, um aumento de 8% na comparação com 2014. Especialistas previram um crescimento de mais 17%, para 52,2 milhões de toneladas, até 2021. Disponível em: https://nacoesunidas.org. Acesso em: 12 out.2019 (adaptado). TEXTO II Há ainda quem exporte deliberadamente lixo eletrônico para o Gana. É mais caro reciclar devidamente os resíduos no mundo industrializado, onde até existem os recursos e a tecnologia. Um negócio muito mais lucrativo é vender o lixo eletrônico a negociantes locais, que o importam alegando tratar-se de material usado. Os negociantes depois vendem o lixo aos jovens no mercado, ou noutro lado, que o desmantelam e extraem os fios de cobre. Estes são derretidos em lareiras ao ar livre, poluindo o ar e, muitas vezes, intoxicando diretamente os próprios jovens. KALEDZI, I.; SOUZA, G. Disponivel em: www.dw.com. Acesso em: 12 out. 2019 (adaptado). "," No contexto das discussões ambientais, as práticas descritas nos textos refletem um padrão de relações derivado do(a): ","Exercício pleno da cidadania."," Divisão internacional do trabalho. ","Gestão empresarial do toyotismo. ","Concepção sustentável da economia. ","Protecionismo alfandegário dos Estados.","B",""
"ciencias-humanas",2021,83," Preços justos e autorizações de uso da água devem garantir de forma adequada que a retirada de água, bem como o retorno de efluentes, mantenham operações eficientes e ambientalmente sustentáveis, de maneira que sejam adaptáveis às peculiaridades e necessidades da indústria e da irrigação em larga escala, bem como às atividades da agricultura em pequena escala e de subsistência. UNESCO. Relatório Mundial das Nações Unidas sobre Desenvolvimento dos Recursos Hídricos. Agua para um mundo sustentável. Unesco, 2015. "," Considerando o debate sobre segurança hídrica, a proposta apresentada no texto está pautada no(a) ","distribuição equitativa do abastecimento.","monitoramento do fornecimento urbano.","racionamento da capacidade fluvial.","revitalização gradativa de solos.","geração de produtos recicláveis.","A",""
"ciencias-humanas",2021,84," Durante os anos de 1854-55, o governo brasileiro – por meio de sua representação diplomática em Londres – e os livre-cambistas ingleses – nas colunas do Daily News e na Câmara dos Comuns – aumentaram a pressão pela revogação da Lei Aberdeen. O governo britânico, entretanto, ainda receava que, sem um tratado anglo-brasileiro satisfatório para substituí-la, não haveria nada que impedisse os brasileiros de um dia voltarem aos seus velhos hábitos. BETHELL, L. A abolição do comércio brasileiro de escravos. Brasília: Senado Federal, 2002 (adaptado). "," As tensões diplomáticas expressas no texto indicam o interesse britânico em ","estabelecer jurisdição conciliadora.","compartilhar negócios marítimos.","fomentar políticas higienistas.","manter a proibição comercial.","promover o negócio familiar.","D",""
"ciencias-humanas",2021,85," Famoso por ser o encantador de viúvas da cidade de Cabaceiras, na Paraíba, Zé de Sila é um contador de histórias parecido com o personagem Chicó, do Auto da Compadecida. Ele defende veementemente que a oração da avó sustentava mais a chuva. “Quando era pequeno e chovia por aqui, ajudava minha avó colocando os pratos emborcados no terreiro para diminuir o vento. Ela fazia isso e rezava para a chuva durar mais”, diz Zé de Sila. GALDINO, V.; BARBOSA, R. C. Artistas por um dia? João Pessoa: Editora Universitária, 2009. "," A destacar expressões e vivências populares do cotidiano, o texto mobiliza os seguintes aspectos da diversidade regional: ","Alianças afetivas conectadas a ritual matrimonial. B Práticas místicas associadas a patrimônio cultural. © Manifestações teatrais atreladas a imaginário político. d Narrativas filmicas relacionadas às intempéries climáticas. © Argumentações literárias interligadas às catástrofes ambientais.","Práticas místicas associadas a patrimônio cultural. Manifestações teatrais atreladas a imaginário político. d Narrativas filmicas relacionadas às intempéries climáticas. © Argumentações literárias interligadas às catástrofes ambientais.","Manifestações teatrais atreladas a imaginário político.","Narrativas filmicas relacionadas às intempéries climáticas.","Argumentações literárias interligadas às catástrofes ambientais.","A",""
"ciencias-humanas",2021,86," O uso de novas tecnologias envolve a assimilação de uma cultura empresarial na qual haja a integração entre as propostas de modernização tecnológica e a racionalização. Nem sempre o uso de novas tecnologias é apenas um processo técnico na medida em que pressupõe uma nova orientação no controle do capital, no processo produtivo e na qualificação da mão de obra. Dos diversos efeitos que derivaram dessa orientação, a terceirização, a precarização e a flexibilização aparecem com constância como características do paradigma flexível, em substituição a modelo taylorista-fordista. HERÉDIA, V. Novas tecnologias nos processos de trabalho: efeitos da reestruturação produtiva. Scripta Nova, n. 170, ago. 2004 (adaptado). "," O uso de novas tecnologias relacionado a controle empresarial é criticado no texto em razão da ","operacionalização da tarefa laboral.","capacitação de profissionais liberais.","fragilização das relações de trabalho.","hierarquização dos cargos executivos."," aplicação dos conhecimentos da ciência.","C",""
"ciencias-humanas",2021,87," Seu turno de trabalho acabou, você já está em casa e é hora do jantar da família. Mas, em vez de relaxar, você começa a pensar na possibilidade de ter recebido alguma mensagem importante no e-mail profissional ou no grupo de WhatsApp da empresa. Imediatamente, você fica distante. Momentos depois, com alguns toques na tela do celular, você está de volta ao ambiente de trabalho. O jantar e a família ficaram em segundo plano. A simples vontade de checar mensagens do trabalho pós-expediente prejudica sua saúde -e a de sua família. Disponível em: www.bbc.com. Acesso em: 4 dez. 2018. "," O texto indica práticas as relações cotidianas do trabalho que causam para o indivíduo a ","proteção da vida privada.","ampliação de atividades extras."," elevação de tapas burocráticas.","diversificação do lazer recreativo."," desobrigação de afazeres domésticos.","B",""
"ciencias-humanas",2021,88," Quando a taxa de remuneração do capital excede substancialmente a taxa de crescimento da economia, pela lógica, a riqueza herdada aumenta mais rápido do que a renda e a produção. Então, basta aos herdeiros poupar uma parte limitada da renda de seu capital para que ele cresça mais rápido do que a economia como um todo. Sob essas condições, é quase inevitável que a riqueza herdada supere a riqueza constituída durante uma vida de trabalho, e que a concentração do capital atinja níveis muito altos. PIKETTY, T. O capital no século XXI. Rio de Janeiro: Intrínseca, 2014 (adaptado). "," Considerando os princípios que legitimam as democracias liberais, a lógica econômica descrita no texto enfraquece o(a) ","ideologia do mérito.","direito de nascimento.","eficácia da legislação","ganho das financeiras.","eficiência dos mercados.","A",""
"ciencias-humanas",2021,89," Atualmente, o Programa de Melhoramento “Uvas do Brasil” utiliza métodos clássicos de melhoramento, como seleção massal, seleção clonal e hibridações. Ações de ajuste de manejo de seleções avançadas vêm sendo desenvolvidas paralelamente a Programa de Melhoramento, no sentido de viabilização desses materiais. Ao longo dos seus 40 anos, uma grande equipe técnica trabalhou para executar projetos de pesquisa para atender às necessidades e às demandas de diferentes atores da vitivinicultura nacional, incluindo produtores de uvas de mesa para exportação do semiárido nordestino, viticultores interessados em produzir sucos em regiões tropicais ou pequenos produtores familiares da região da Serra Gaúcha, interessados em melhorar a qualidade do vinho artesanal que produzem. Programa de Melhoramento Genético “Uvas do Brasil”. Disponível em: www.embrapa.br. Acesso em: 24 nov. 2018 (adaptado). "," Para melhorar a produção agrícola nas regiões mencionadas, as técnicas referidas no texto buscaram adaptar o cultivo aos(às) ","espécies nativas ameaçadas. ","cadeias econômicas autônomas. "," estruturas fundiárias tradicionais. "," elementos ambientais singulares. "," mercados consumidores internos.","D",""
"ciencias-humanas",2021,90," TEXTO I Portadoras de mensagem espiritual do passado, as obras monumentais de cada povo perduram no presente como o testemunho vivo de suas tradições seculares. A humanidade, cada vez mais consciente da unidade dos valores humanos, as considera um bem comum e, perante as gerações futuras, se reconhece solidariamente responsável por preservá-las, impondo a si mesma o dever de transmiti-las a plenitude de sua autenticidade. Carta de Veneza, 31 de maio de 1964. Disponível em: www.iphan.gov.br. Acesso em: 7 out. 2019. TEXTO II Os sistemas tradicionais de proteção se mostram cada vez menos eficientes diante do processo acelerado de urbanização e transformação de nossa sociedade. A legislação de proteção peca por considerar o monumento, até certo ponto, desvinculado da realidade socioeconômica. O tombamento, ao decretar a imutabilidade do monumento, provoca a redução de seu valor venal e o abandono, o que é uma causa, ainda que lenta, de destruição inevitável. TELLES, L. S. Manual do patrimônio histórico. Porto Alegre; Caxias do Sul: Escola Superior de Teologia São Lourenço de Brides, 1977 (adaptado). "," Escritos m temporalidade histórica aproximada, os textos se distanciam a apresentarem pontos de vista diferentes sobre a(s) ","ampliação do comércio de imagens sacras.","substituição de materiais de valor artístico.","políticas de conservação de bens culturais.","defesa da privatização de sítios arqueológicos.","medidas de salvaguarda de peças museológicas.","C",""
