"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"ciencias-humanas",2010,30," “Pecado nefando” era expressão correntemente utilizada pelos inquisidores para a sodomia. Nefandus: o que não pode ser dito. A Assembleia de clérigos reunida em Salvador, em 1707, considerou a sodomia “tão péssimo e horrendo crime”, tao contrário à lei da natureza, que “era indigno de ser nomeado” e, por isso mesmo, nefando. NOVAIS, F.; MELLO E SOUZA L. História da vida privada no Brasil. V. 1. São Paulo: Companhia das Letras. 1997 (adaptado). TEXTO II O número de homossexuais assassinados no Brasil bateu o recorde histórico em 2009. De acordo com o Relatório Anual de Assassinato de Homossexuais (LGBT – Lés – bicas, Gays, Bissexuais e Travestis), nesse ano foram registrados 195 mortos por motivação homofóbica no País. Disponível em: www.alemdanoticia.com.br/utimas_noticias.php?codnoticia=3871. Acesso em: 29 abr. 2010 (adaptado). "," A homofobia é a rejeição e menosprezo à orientação sexual do outro e, muitas vezes, expressa-se sob a forma de comportamentos violentos. Os textos indicam que as condenações públicas, perseguições e assassinatos de homossexuais no país estão associadas ","à baixa representatividade polítíca de grupos organizados que defendem os direitos de cidadania dos homossexuais.","à falência da democracia no país, que torna impeditiva a divulgação de estatísticas relacionadas à violência contra homossexuais.","à Constituição de 1988, que exclui do tecido social os homossexuais, além de impedi-los de exercer seus direitos políticos.","a um passado histórico marcado pela demonização do corpo e por formas recorrentes de tabus e intolerância.","a uma política eugênica desenvolvida pelo Estado, justificada a partir dos posicionamentos de correntes filosófico-científicas.","D",""
"ciencias-humanas",2010,31," Após a abdicação de D. Pedro I, o Brasil atravessou um período marcado por inúmeras crises: as diversas forças políticas lutavam pelo poder e as reivindicações populares eram por melhores condições de vida e pelo direito de participação na vida política do país. Os conflitos representavam também o protesto contra a centralização do governo. Nesse período, ocorreu também a expansão da cultura cafeeira e o surgimento do poderoso grupo dos “barões do café”, para o qual era fundamental a manutenção da escravidão e do tráfico negreiro. "," O contexto do Período Regencial foi marcado ","por revoltas populares que reclamavam a volta da monarquia.","por várias crises e pela submissão das forças políticas ao poder central.","pela luta entre os principais grupos políticos que reivindicavam melhores condições de vida.","pelo governo dos chamados regentes, que promoveram a ascensão social dos ""barões do café"".","pela convulsão política e por novas realidades econômicas que exigiam o reforço de velhas realidades sociais.","E",""
"ciencias-humanas",2010,32," De março de 1931 a fevereiro de 1940, foram decretadas mais de 150 leis novas de proteção social e de regulamentação do trabalho em todos os seus setores. Todas elas têm sido simplesmente uma dádiva do governo. Desde aí, o trabalhador brasileiro encontra nos quadros gerais do regime o seu verdadeiro lugar. DANTAS, M. A força nacionalizadora do Estado Novo. Rio de Janeiro: DIP, 1942. Apud BERCITO, S. R. Nos Tempos de Getúlio: da revolução de 30 ao fim do Estado Novo. São Paulo: Atual, 1990. "," A adoção de novas políticas públicas e as mudanças jurídico-institucionais ocorridas no Brasil, com a ascensão de Getúlio Vargas ao poder, evidenciam o papel histórico de certas lideranças e a importância das lutas sociais na conquista da cidadania. Desse processo resultou a ","criação do Ministério do Trabalho, Indústria e Comércio, que garantiu ao operariado autonomia para o exercício de atividades sindicais.","legislação previdenciária, que proibiu migrantes de ocuparem cargos de direção nos sindicatos.","criação da Justiça do Trabalho, para coibir ideologias consideradas perturbadoras da ""harmonia social"".","legislação trabalhista que atendeu reivindicações dos operários, garantido-lhes vários direitos e formas de proteção.","decretação da Consolidação das Leis do Trabalho (CLT), que impediu o controle estatal sobre as atividades políticas da classe operária.","D",""
"ciencias-humanas",2010,33," Não é difícil entender o que ocorreu no Brasil nos anos imediatamente anteriores ao golpe militar de 1964. A diminuição da oferta de empregos e a desvalorização dos salários, provocadas pela inflação, levaram a uma intensa mobilização política popular, marcada por sucessivas ondas grevistas de várias categorias profissionais, o que aprofundou as tensões sociais. Dessa vez, as classes trabalhadoras se recusaram a pagar o pato pelas sobras” do modelo econômico juscelinista. MENDONÇA, S. R. A industrialização Brasileira. São Paulo: Moderna, 2002 (adaptado) "," Segundo o texto, os conflitos sociais ocorridos no início dos anos 1960 decorreram principalmente ","da manipulação política empreendida pelo governo Joao Goulart.","das contradições econômicas do modelo desenvolvimentista.","do poder político adquirido pelos sindicatos populistas.","da desmobilização das classes dominantes frente ao avanço das greves.","da recusa dos sindicatos em aceitar mudanças na legislação trabalhista.","B",""
"ciencias-humanas",2010,34," A lei não nasce da natureza, junto das fontes frequentadas pelos primeiros pastores: a lei nasce das batalhas reais, das vitórias, dos massacres, das conquistas que têm sua data e seus heróis de horror: a lei nasce das cidades incendiadas, das terras devastadas; ela nasce com os famosos inocentes que agonizam no dia que está amanhecendo. FOUCAULT. M. Aula de 14 de janeiro de 1976. In. Em defesa da sociedade. São Paulo: Martins Fontes. 1999 "," O filósofo Michel Foucault (séc. XX) inova ao pensar a política e a lei em relação ao poder e à organização social. Com base na reflexão de Foucault, a finalidade das leis na organização das sociedades modernas é ","combater ações violentas na guerra entre as nações.","coagir e servir para refrear a agressividade humana.","criar limites entre a guerra e a paz praticadas entre os indivíduos de uma mesma nação. ","estabelecer princípios éticos que regulamentam as ações bélicas entre países inimigos.","organizar as relações de poder na sociedade e entre os Estados.","E",""
"ciencias-humanas",2010,35," Em nosso país queremos substituir o egoísmo pela moral, a honra pela probidade, os usos pelos princípios, as conveniências pelos deveres, a tirania da moda pelo império da razão, o desprezo à desgraça pelo desprezo ao vício, a insolência pelo orgulho, a vaidade pela grandeza de alma, o amor ao dinheiro pelo amor à glória, a boa companhia pelas boas pessoas, a intriga pelo mérito, o espirituoso pelo gênio, o brilho pela verdade, o tédio da volúpia pelo encanto da felicidade, a mesquinharia dos grandes pela grandeza do homem. HUNT, L. Revolução Francesa e Vida Privada. In: PERROT, M. (Org.) História da Vida Privada: da Revolução Francesa à Primeira Guerra. Vol. 4. São Paulo: Companhia das Letras, 1991 (adaptado). "," O discurso de Robespierre, de 5 de fevereiro de 1794, do qual o trecho transcrito é parte, relaciona-se a qual dos grupos político-sociais envolvidos na Revolução Francesa? ","À alta burguesia, que desejava participar do poder legislativo francês como força política dominante.","Ao clero francês, que desejava justiça social e era ligado à alta burguesia.","A militares oriundos da pequena e média burguesia, que derrotaram as potências rivais e queriam reorganizar a França internamente.","À nobreza esclarecida, que, em função do seu contato, com os intelectuais iluministas, desejava extinguir o absolutismo francês.","Aos representantes da pequena e média burguesia e das camadas populares, que desejavam justiça social e direitos políticos.","E",""
"ciencias-humanas",2010,36," A poluição e outras ofensas ambientais ainda não tinham esse nome, mas já eram largamente notadas no século XIX, nas grandes cidades inglesas e continentais. E a própria chegada ao campo das estradas de ferro suscitou protestos. A reação antimaquinista, protagonizada pelos diversos luddismos, antecipa a batalha atual dos ambientalistas. Esse era, então, o combate social contra os miasmas urbanos. SANTOS M. A natureza do espaço: técnica e tempo, razão e emoção. São Paulo: EDUSP, 2002 (adaptado). "," O crescente desenvolvimento técnico-produtivo impõe modificações na paisagem e nos objetos culturais vivenciados pelas sociedades. De acordo com o texto, pode-se dizer que tais movimentos sociais emergiram e se expressaram por meio ","das ideologias conservacionistas, com milhares de adeptos no meio urbano.","das políticas governamentais de preservação dos objetos naturais e culturais.","das teorias sobre a necessidade de harmonização entre técnica e natureza.","dos boicotes aos produtos das empresas exploradoras e poluentes.","da contestação à degradação do trabalho, das tradições e da natureza.","E",""
"ciencias-humanas",2010,37," Os meios de comunicação funcionam como um elo entre os diferentes segmentos de uma sociedade. Nas últimas décadas, acompanhamos a inserção de um novo meio de comunicação que supera em muito outros já existentes, visto que pode contribuir para a democratização da vida social e política da sociedade à medida que possibilita a instituição de mecanismos eletrônicos para a efetiva participação política e disseminação de informações. "," Constitui o exemplo mais expressivo desse novo conjunto de redes informacionais a ","Internet.","fibra ótica.","TV digital.","telefonia móvel.","portabilidade telefônica.","A",""
"ciencias-humanas",2010,38," Opinião Podem me prender Podem me bater Podem até deixar-me sem comer Que eu não mudo de opinião. Aqui do morro eu não saio não Aqui do morro eu não saio não. Se não tem água Eu furo um poço Se não tem carne Eu compro um osso e ponho na sopa E deixa andar, deixa andar… Falem de mim Quem quiser falar Aqui eu não pago aluguel Se eu morrer amanhã seu doutor, Estou pertinho do céu Zé Ketti. Opinião. Disponível em: http:/www.mpbnet.com.br. Acesso em: 28 abr. 2010. "," Essa música fez parte de um importante espetáculo teatral que estreou no ano de 1964, no Rio de Janeiro. O papel exercido pela Música Popular Brasileira (MPB) nesse contexto, evidenciado pela letra de música citada, foi o de ","entretenimento para os grupos intelectuais.","valorização do progresso econômico do país.","crítica à passividade dos setores populares.","denúncia da situação social e política do país.","mobilização dos setores que apoiavam a Ditadura Militar.","D",""
"ciencias-humanas",2010,39," A caixa de pandora tecnológica penetra nos lares e libera suas cabeças falantes, astros, novelas, noticiários e as fabulosas, irresistíveis garotas-propaganda, versões modernizadas do tradicional homem-sanduíche. SEVCENKO, N. (Org). História da Vida Privada no Brasil 3. República: da Belle Époque à Era do Rádio. São Paulo: Cia das Letras, 1998. "," A TV, a partir da década de 1950, entrou nos lares brasileiros provocando mudanças consideráveis nos hábitos da população. Certos episódios da história brasileira revelaram que a TV, especialmente como espaço de ação da imprensa, tornou-se também veículo de utilidade pública, a favor da democracia, na medida em que ","amplificou os discursos nacionalistas e autoritários durante o governo Vargas.","revelou para o país casos de corrupção na esfera política de vários governos.","maquiou indicadores sociais negativos durante as décadas de 1970 e 1980.","apoiou, no governo Castelo Branco, as iniciativas de fechamento do parlamento.","corroborou a construção de obras faraônicas durante os governos militares.","B",""
"ciencias-humanas",2010,40," Homens da Inglaterra, por que arar para os senhores que vos mantêm na miséria? Por que tecer com esforços e cuidado as ricas roupas que vossos tiranos vestem? Por que alimentar, vestir e poupar do berço até o túmulo esses parasitas ingratos que exploram vosso suor — ah, que bebem vosso sangue? SHELLEY. Os homens da Inglaterra. Apud HUBERMAN, L. História da Riqueza do Homem. Rio de Janeiro: Zahar, 1982. "," A análise do trecho permite identificar que o poeta romântico Shelley (1792-1822) registrou uma contradição nas condições socioeconômicas da nascente classe trabalhadora inglesa durante a Revolução Industrial. Tal contradição está identificada ","na pobreza dos empregados, que estava dissociada da riqueza dos patrões.","no salário dos operários, que era proporcional aos seus esforços nas indústrias.","na burguesia, que tinha seus negócios financiados pelo proletariado.","no trabalho, que era considerado uma garantia de liberdade.","na riqueza, que não era usufruída por aqueles que a produziam.","E",""
"ciencias-humanas",2010,41," A ética precisa ser compreendida como um empreendimento coletivo a ser constantemente retomado e rediscutido, porque é produto da relação interpessoal e social. A ética supõe ainda que cada grupo social se organize sentindo-se responsável por todos e que crie condições para o exercício de um pensar e agir autônomos. A relação entre ética e política é também uma questão de educação e luta pela soberania dos povos. É necessária uma ética renovada, que se construa a partir da natureza dos valores sociais para organizar também uma nova prática política. CORDI et al. Para filosofar. São Paulo: Scipione, 2007 (adaptado). "," O Século XX teve de repensar a ética para enfrentar novos problemas oriundos de diferentes crises sociais, conflitos ideológicos e contradições da realidade. Sob esse enfoque e a partir do texto, a ética pode ser compreendida como ","instrumento de garantia da cidadania, porque através dela os cidadãos passam a pensar e agir de acordo com valores coletivos.","mecanismo de criação de direitos humanos, porque é da natureza do homem ser ético e virtuoso.","meio para resolver os conflitos sociais no cenário da globalização, pois a partir do entendimento do que é efetivamente a ética, a política internacional se realiza.","parâmetro para assegurar o exercício político primando pelos interesses e ação privada dos cidadãos.","aceitação de valores universais implícitos numa sociedade que busca dimensionar sua vinculação à outras sociedades.","A",""
"ciencias-humanas",2010,42," As cortes de apelação rejeitaram mais de 10 mil habeas corpus nos casos das pessoas desaparecidas. Nos tribunais militares, todas as causas foram concluídas com suspensões temporárias ou definitivas, e os desaparecimentos políticos tiveram apenas trâmite formal na Justiça. Assim, o Poder Judiciário contribuiu para que os agentes estatais ficassem impunes. Disponível em: http://www.cartamaior.com.br. Acesso em: 20 jul. 2010 (adaptado). "," Segundo o texto, durante a ditadura chilena na década de 1970, a relação entre os poderes Executivo e Judiciário caracterizava-se pela ","preservação da autonomia institucional entre os poderes.","valorização da atuação independente de alguns juízes.","manutenção da interferência jurídica nos atos executivos.","transferência das funções dos juízes para o chefe de Estado.","subordinação do poder judiciário aos interesses políticos dominantes.","E",""
"ciencias-humanas",2010,43," Um banco inglês decidiu cobrar de seus clientes cinco libras toda vez que recorressem aos funcionários de suas agências. E o motivo disso é que, na verdade, não querem clientes em suas agências; o que querem é reduzir o número de agências, fazendo com que os clientes usem as máquinas automáticas em todo o tipo de transações. Em suma, eles querem se livrar de seus funcionários. HOBSBAWM, E. O novo século. São Paulo: Companhia das Letras, 2000 (adaptado). "," O exemplo mencionado permite identificar um aspecto da adoção de novas tecnologias na economia capitalista contemporânea. Um argumento utilizado pelas empresas e uma consequência social de tal aspecto estão em ","qualidade total e estabilidade no trabalho.","pleno emprego e enfraquecimento dos sindicatos.","diminuição dos custos e insegurança no emprego.","responsabilidade social e redução do desemprego.","maximização dos lucros e aparecimento de empregos.","C",""
"ciencias-humanas",2010,44," Democracia: “regime político no qual a soberania é exercida pelo povo, pertence ao conjunto dos cidadãos.” JAPIASSÚ, H.; MARCONDES, D. Dicionário Básico de Filosofia. Rio de Janeiro: Zahar, 2006. "," Uma suposta “vacina” contra o despotismo, em um contexto democrático, tem por objetivo ","impedir a contratação de familiares para o serviço público.","reduzir a ação das instituições constitucionais.","combater a distribuição equilibrada de poder.","evitar a escolha de governantes autoritários.","restringir a atuação do Parlamento.","D","enem-data/enem-2010/44-images/context_img_0.png"
"ciencias-humanas",2010,45," Na ética contemporânea, o sujeito não é mais um sujeito substancial, soberano e absolutamente livre, nem um sujeito empírico puramente natural. Ele é simultaneamente os dois, na medida em que é um sujeito histórico-social. Assim, a ética adquire um dimensionamento político, uma vez que a ação do sujeito não pode mais ser vista e avaliada fora da relação social coletiva. Desse modo, a ética se entrelaça, necessariamente, com a política, entendida esta como a área de avaliação dos valores que atravessam as relações sociais e que interliga os indivíduos entre si. SEVERINO. A. J. Filosofia. São Paulo: Cortez, 1992 (adaptado) "," O texto, ao evocar a dimensão histórica do processo de formação da ética na sociedade contemporânea, ressalta ","os conteúdos éticos decorrentes das ideologias político-partidárias.","o valor da ação humana derivada de preceitos metafísicos.","a sistematização de valores desassociados da cultura.","o sentido coletivo e político das ações humanas individuais.","o julgamento da ação ética pelos políticos eleitos democraticamente.","D",""
