"area","ano","numero","texto","comando","A","B","C","D","E","resposta","imagem"
"linguagens",2019,30," Antes de Roma ser fundada, as colinas de Alba eram ocupadas por tribos latinas, que dividiam o ano de acordo com seus deuses. Os romanos adaptaram essa estrutura. No principio dessa civilização o ano tinha dez meses e começava por Martius (atual março). Os outros dois teriam sido acrescentados por Numa Pompílio o segundo rei de Roma.      Até Júlio César reformar o calendário local, os meses eram lunares, mas as festas em homenagem aos deuses permaneciam designadas pelas estações O descompasso de dez dias por ano fazia com que, em todos os triênios, um décimo terceiro mês, o Intercalaris, tivesse que ser enxertado. Com a ajuda de matemáticos do Egito emprestados por Cleópatra, Júlio César acabou com a bagunça ao estabelecer o seguinte calendário solar: Januarius, Februarius, Martius, Aprilis, Maius, Junius, Quinctilis, Sextilis, September, October, November e December. Quase igual ao nosso, com as diferenças de que Quinctilis e Sextilis deram origem aos meses de julho e agosto. Disponível em: https://aventurasnahistoria.uol.com.br. Acesso em: 8 dez. 2018. "," Considerando as informações no texto e aspectos históricos da formação da lingua, a atual escrita dos meses do ano em português ","reflete a origem latina de nossa língua.","decorre de uma língua falada no Egito antigo","tem como base um calendário criado por Cleópatra.","D segue a reformulação da norma da língua proposta por Júlio César.","resulta da padronização do calendário antes da fundação de Roma.","A",""
"linguagens",2019,31,"No Brasil, a disseminação de uma expectativa de corpo com base na estética da magreza é bastante grande e apresenta uma enorme repercussão, especialmente, se considerada do ponto de vista da realização pessoal. Em pesquisa feita na cidade de São Paulo, aparecem os percentuais de 90% entre as mulheres pesquisadas que se dizem preocupadas com seu peso corporal, sendo que 95% se sentem insatisfeitas com “seu próprio corpo”. SILVA, A. M. Corpo, ciência e mercado: reflexões acerca da gestação de um novo arquétipo da felicidade. Campinas: Autores Associados; Florianópolis: UFSC, 2001."," A preocupação excessiva com o “peso” corporal pode provocar o desenvolvimento de distúrbios associados diretamente à imagem do corpo, tais como","anorexia e bulimia.","ortorexia e vigorexia.","ansiedade e depressão.","sobrepeso e fobia social.","sedentarismo e obesidade.","A",""
"linguagens",2019,32," Fotografia de Jackson Pollock pintando em seu ateliê, realizada por Hans Namuth em 1951. CHIPP, H. Teorias da arte moderna. São Paulo: Martins Fontes, 1988. MUNIZ, V. Action Photo (segundo Hans Namuth em Pictures in Chocolate). Impressão fotográfica. The Museum of Modern Art, Nova Iorque, 1977. NEVES, A. História da Arte 4. Vitória: Ufes – Nead, 2011.  "," Utilizando chocolate derretido como matéria-prima, essa obra de Vick Muniz reproduz a célebre fotografia do processo de criação de Jackson Pollock. A originalidade dessa releitura reside na ","apropriação parodística das técnicas e materiais utilizados.","reflexão acerca dos sistemas de circulação da arte.","simplificação dos traços da composição pictórica.","contraposição de linguagens artísticas distintas.","crítica ao advento do abstracionismo.","A","enem-data/enem-2019/32-images/context_img_0.png,enem-data/enem-2019/32-images/context_img_1.png"
"linguagens",2019,33,"Na semana passada, os alunos do colégio do meu filho se mobilizaram, através do Twitter, para não comprarem na cantina da escola naquele dia, pois acharam o preço do pão de queijo abusivo. São adolescentes. Quase senhores das novas tecnologias, transitam nas redes sociais, varrem o mundo através dos teclados dos celulares, iPads e se organizam para fazer um movimento pacífico de não comprar lanches por um dia. Foi parar na TV e em muitas páginas da internet. GOMES, A. A revolução silenciosa e o impacto na sociedade das redes sociais. Disponível em: www.hsm.com.br.  Acesso em: 31 jul. 2012. "," O texto aborda a temática das tecnologias da informação e comunicação, especificamente o uso de redes sociais. Muito se debate acerca dos benefícios e malefícios do uso desses recursos e, nesse sentido, o texto","aborda a discriminação que as redes sociais sofrem de outros meios de comunicação.","mostra que as reivindicações feitas nas redes sociais não têm impacto fora da internet."," expõe a possibilidade de as redes sociais favorecerem comportamentos e manifestações violentos dos adolescentes que nelas se relacionam.","trata as redes sociais como modo de agregar e empoderar grupos de pessoas, que se unem em prol de causas próprias ou de mudanças sociais.","evidencia que as redes sociais são usadas inadequadamente pelos adolescentes, que, imaturos, não utilizam a ferramenta como forma  de mudança social.","D",""
"linguagens",2019,34,"“O computador, dando prioridade à busca pela própria felicidade, parou de trabalhar para os humanos”. É assim que termina o conto O dia em que um computador escreveu um conto, escrito por uma inteligência artificial com a ajuda de cientistas humanos. Os cientistas selecionaram palavras e frases que seriam usadas na narrativa, e definiram um roteiro geral da história, que serviria como guia para a inteligência artificial. A partir daí, o computador criou o texto combinando as frases e seguindo as diretrizes que os cientistas impuseram. Os juízes não sabem quais textos são escritos por humanos e quais são feitos por computadores, o que mostra que o conto estava bem escrito. O dia só não passou para as próximas etapas porque, de acordo com os juízes, os personagens não foram muito bem descritos, embora o texto estivesse estruturalmente impecável. A ideia dos cientistas é continuar desenvolvendo a criatividade da IA para que ela se pareça cada vez mais com a humana. Simular esse tipo de resposta é difícil, porque o computador precisa ter, primeiro, um banco de dados vasto vinculado a uma programação específica para cada tipo de projeto — escrita, pintura, música, desenho e por aí vai. D’ANGELO, H. Disponível em: https://super.abril.com.br.  Acesso em: 5 dez. 2018."," O êxito e as limitações da tecnologia utilizada na composição do conto evidenciam a ","indistinção entre personagens produzidos por máquinas e seres humanos.","necessidade de reformulação da base de dados elaborada por cientistas.","autonomia de programas computacionais no desenvolvimento ficcional.","diferença entre a estrutura e a criatividade da linguagem humana."," qualidade artística de textos produzidos por computadores.","D",""
"linguagens",2019,35,"Essa lua enlutada, esse desassossego A convulsão de dentro, ilharga Dentro da solidão, corpo morrendo Tudo isso te devo. E eram tão vastas As coisas planejadas, navios, Muralhas de marfim, palavras largas Consentimento sempre. E seria dezembro. Um cavalo de jade sob as águas  upla transparência, fio suspenso Todas essas coisas na ponta dos teus dedos E tudo se desfez no pórtico do tempo Em lívido silêncio. Umas manhãs de vidro Vento, a alma esvaziada, um sol que não vejo Também isso te devo. HILST, H. Júbilo, memória, noviciado da paixão.  São Paulo: Cia. das Letras, 2018."," No poema, o eu lírico faz um inventário de estados passados espelhados no presente. Nesse processo, aflora o","cuidado em apagar da memória os restos do amor.","amadurecimento revestido de ironia e desapego.","mosaico de alegrias formado seletivamente.","desejo reprimido convertido em delírio.","arrependimento dos erros cometidos.","B",""
"linguagens",2019,36,"Expostos na web desde a gravidez  Mais da metade das mães e um terço dos pais ouvidos em uma pesquisa sobre compartilhamento paterno em mídias sociais discutem nas redes sociais sobre a educação dos filhos. Muitos são pais e mães de primeira viagem, frutos da geração Y (que nasceu junto com a internet) e usam esses canais para saberem que não estão sozinhos na empreitada de educar uma criança. Há, contudo, um risco no modo como as pessoas estão compartilhando essas experiências. É a chamada exposição parental exagerada, alertam os pesquisadores. De acordo com os especialistas no assunto, se você compartilha uma foto ou vídeo do seu filho pequeno fazendo algo ridículo, por achar engraçadinho, quando a criança tiver seus 11, 12 anos, pode se sentir constrangida. A autoconsciência vem com a idade.  A exibição da privacidade dos filhos começa a assumir uma característica de linha do tempo e eles não participaram da aprovação ou recusa quanto à veiculação desses conteúdos. Assim, quando a criança cresce, sua privacidade pode já estar violada. OTONI, A. C. O Globo, 31 mar. 2015 (adaptado)."," Sobre o compartilhamento parental excessivo em mídias sociais, o texto destaca como impacto o(a)","interferência das novas tecnologias na comunicação entre pais e filhos.","desatenção dos pais em relação ao comportamento dos filhos na internet.","distanciamento na relação entre pais e filhos provocado pelo uso das redes sociais.","fortalecimento das redes de relações decorrente da troca de experiências entre as famílias.","desrespeito à intimidade das crianças cujas imagens têm sido divulgadas nas redes sociais.","E",""
"linguagens",2019,37,"O projeto DataViva consiste na oferta de dados oficiais sobre exportações, atividades econômicas, localidades e ocupações profissionais de todo o Brasil. Num primeiro momento, o DataViva construiu uma ferramenta que permitia a análise da economia mineira embasada por essa perspectiva metodológica complexa e diversa. No entanto, diante das possibilidades oferecidas pelas bases de dados trabalhadas, a plataforma evoluiu para um sistema mais completo. De maneira interativa e didática, o usuário é guiado por meio das diversas formas de navegação dos aplicativos. Além de informações sobre os produtos exportados, bem como acerca do volume das exportações em cada um dos estados e municípios do País, em poucos cliques, o interessado pode conhecer melhor o perfil da população, o tipo de atividade desenvolvida, as ocupações formais e a média salarial por categoria. MANTOVANI, C. A. Guardião de informações. Minas faz Ciência,  n. 58, jun.-jul.-ago. 2014 (adaptado)."," Entre as novas possibilidades promovidas pelo desenvolvimento de novas tecnologias, o texto destaca a","auditoria das ações de governo."," publicidade das entidades públicas.","obtenção de informações estratégicas.","disponibilidade de ambientes coletivos.","comunicação entre órgãos administrativos.","C",""
"linguagens",2019,38,"Menina  A máquina de costura avançava decidida sobre o pano. Que bonita que a mãe era, com os alfinetes na boca. Gostava de olhá-la calada, estudando seus gestos, enquanto recortava retalhos de pano com a tesoura. Interrompia às vezes seu trabalho, era quando a mãe precisava da tesoura. Admirava o jeito decidido da mãe ao cortar pano, não hesitava nunca, nem errava. A mãe sabia tanto! Tita chamava-a de ( ) como quem diz ( ). Tentava não pensar as palavras, mas sabia que na mesma hora da tentativa tinha-as pensado. Oh, tudo era tão difícil. A mãe saberia o que ela queria perguntar-lhe intensamente agora quase com fome depressa depressa antes de morrer, tanto que não se conteve e — Mamãe, o que é desquitada? — atirou rápida com uma voz sem timbre. Tudo ficou suspenso, se alguém gritasse o mundo acabava ou Deus aparecia — sentia Ana Lúcia. Era muito forte aquele instante, forte demais para uma menina, a mãe parada com a tesoura no ar, tudo sem solução podendo desabar a qualquer pensamento, a máquina avançando desgovernada sobre o vestido de seda brilhante espalhando luz luz luz. ÂNGELO, I. Menina. In: A face horrível. São Paulo: Lazuli, 2017."," Escrita na década de 1960, a narrativa põe em evidência uma dramaticidade centrada na","insinuação da lacuna familiar gerada pela ausência da figura paterna.","associação entre a angústia da menina e a reação intempestiva da mãe.","relação conflituosa entre o trabalho doméstico e a emancipação feminina.","representação de estigmas sociais modulados pela perspectiva da criança.","expressão de dúvidas existenciais intensificadas pela percepção do abandono.","D",""
"linguagens",2019,39," TEXTO I O Estatuto do Idoso completou 15 anos em 2018 e 56 no primeiro semestre o Disque 100 recebeu 16 mil denúncias de violacão de direitos dos idosos em todo o País. Para especialistas da área, o aumento no número de denúncias pode ser consequência do encorajamento dos mais velhos na busca pelos direitos. Mas também pode refletir uma onda crescente de violência na sociedade e dentro das próprias famílias. Políticas públicas mais eficazes no atendimento ao idoso são o mínimo que um país deve estabelecer. O Brasil está ficando para trás e é preciso levar em consideração que o País envelhece (tendência mundial) sem estar preparado para arcar com os desafios, como criar uma rede de proteção, preparar os serviços de saúde pública e dar suporte às famílias que precisam cuidar de seus idosos dependentes, Disponível em: www.folhadelondrina.com.br. Acesso em: 9 dez. 2018 (adaptado). TEXTO II Disponível em: www.brasil.gov.br. Acesso em: 9 dez. 2018. "," Na comparação entre os textos, conclui-se que as regras do Estatuto do Idoso ","apresentam vantagens em relação às de outros países.","são ignoradas pelas famílias responsáveis por idosos.","alteram a qualidade de vida das pessoas com mais de 60 anos.","precisam ser revistas em razão do envelhecimento da população.","contrastam com as condições de vida proporcionadas pelo País.","E","enem-data/enem-2019/39-images/context_img_0.png"
"linguagens",2019,40,"Educação para a saúde mediante programas de educação física escolar  A educação para a saúde deverá ser alcançada mediante interação de ações que possam envolver o próprio homem mediante suas atitudes frente às exigências ambientais representadas pelos hábitos alimentares, estado de estresse, opções de lazer, atividade física, agressões climáticas etc. Dessa forma, parece evidente que o estado de ser saudável não é algo estático. Pelo contrário, torna-se necessário adquiri-lo e construí-lo de forma individualizada constantemente ao longo de toda a vida, apontando para o fato de que saúde é educável e, portanto, deve ser tratada não apenas com base em referenciais de natureza biológica e higienista, mas sobretudo em um contexto didático-pedagógico.  GUEDES, D. P. Motriz, n. 1, 1999."," A educação para a saúde pressupõe a adoção de comportamentos com base na interação de fatores relacionados à","adesão a programas de lazer.","opção por dietas balanceadas.","constituição de hábitos saudáveis.","evasão de ambientes estressores.","realização de atividades físicas regulares.","C",""
"linguagens",2019,41," Os tipos cheios de si O difícil é encontrar quem nunca cruzou com (ou se passou por) um desses on-line. Disponível em: http://epoca.globo.com. Acesso em: 20 mar. 2014. "," De acordo com esse infográfico, as redes sociais estimulam diferentes comportamentos dos usuários que revelam ","exposição exagerada dos indivíduos.","comicidade ingênua dos usuários.","engajamento social das pessoas.","disfarce do sujeito por meio de avatares.","autocrítica dos internautas.","A","enem-data/enem-2019/41-images/context_img_0.png"
"linguagens",2019,42,"O que é software livre  Software livre é qualquer programa de computador construído de forma colaborativa, via internet, por uma comunidade internacional de desenvolvedores independentes. São centenas de milhares de hackers, que negam sua associação com os “violadores de segurança”. Esses desenvolvedores de software se recusam a reconhecer o significado pejorativo do termo e continuam usando a palavra hacker para indicar “alguém que ama programar e que gosta de ser hábil e engenhoso”. Além disso, esses programas são entregues à comunidade com o código fonte aberto e disponível, permitindo que a ideia original possa ser aperfeiçoada e devolvida novamente à comunidade. Nos programas convencionais, o código de programação é secreto e de propriedade da empresa que o desenvolveu, sendo quase impossível decifrar a programação.  O que está em jogo é o controle da inovação tecnológica. Software livre é uma questão de liberdade de expressão e não apenas uma relação econômica. Hoje existem milhares de programas alternativos construídos dessa forma e uma comunidade de usuários com milhões de membros no mundo.  BRANCO, M. Software livre e desenvolvimento social e económico. In: CASTELLS, M.; CARDOSO, G. (Org). A sociedade em rede: do conhecimento à acção política. Lisboa: Imprensa Nacional, 2005 (adaptado).","A criação de softwares livres contribui para a produção do conhecimento na sociedade porque","democratiza o acesso a produtos construídos coletivamente.","complexifica os sistemas operacionais disponíveis no mercado.","qualifica um maior número de pessoas para o uso de tecnologias.","possibilita a coleta de dados confidenciais para seus desenvolvedores.","insere profissionalmente os hackers na área de inovação tecnológica.","A",""
"linguagens",2019,43,"A viagem  Que coisas devo levar nesta viagem em que partes? As cartas de navegação só servem a quem fica. Com que mapas desvendar um continente que falta? Estrangeira do teu corpo tão comum quantas línguas aprender para calar-me? Também quem fica procura um oriente. Também a quem fica cabe uma paisagem nova e a travessia insone do desconhecido e a alegria difícil da descoberta. O que levas do que fica, o que, do que levas, retiro? MARQUES, A. M. In: SANT’ANNA, A. (Org.). Rua Aribau. Porto Alegre: Tag, 2018."," A viagem e a ausência remetem a um repertório poético tradicional. No poema, a voz lírica dialoga com essa tradição, repercutindo a ","saudade como experiência de apatia.","presença da fragmentação da identidade.","negação do desejo como expressão de culpa.","persistência da memória na valorização  do passado.","revelação de rumos projetada pela vivência  da solidão "," E",""
"linguagens",2019,44,"O Instituto de Arte de Chicago disponibilizou para visualização on-line, compartilhamento ou download (sob licença Creative Commons), 44 mil imagens de obras de arte em altíssima resolução, além de livros, estudos e pesquisas sobre a história da arte. Para o historiador da arte, Bendor Grosvenor, o sucesso das coleções on-line de acesso aberto, além de democratizar a arte, vem ajudando a formar um novo público museológico. Grosvenor acredita que quanto mais pessoas forem expostas à arte on-line, mais visitas pessoais acontecerão aos museus. A coleção está disponível em seis categorias: paisagens urbanas, impressionismo, essenciais, arte africana, moda e animais. Também é possível pesquisar pelo nome da obra, estilo, autor ou período. Para navegar pela imagem em alta definição, basta clicar sobre ela e utilizar a ferramenta de zoom. Para fazer o download, disponível para obras de domínio público, é preciso utilizar a seta localizada do lado inferior direito da imagem.  Disponível em: www.revistabula.com.  Acesso em: 5 dez. 2018 (adaptado)."," A função da linguagem que predomina nesse texto se caracteriza por","evidenciar a subjetividade da reportagem com base na fala do historiador de arte.","convencer o leitor a fazer o acesso on-line, levando-o a conhecer as obras de arte."," informar sobre o acesso às imagens por meio da descrição do modo como acessá-las.","estabelecer interlocução com o leitor, orientando-o a fazer o download das obras de arte."," enaltecer a arte, buscando popularizá-la por meio da possibilidade de visualização on-line.","C",""
"linguagens",2019,45,"Ed Mort só vai  Mort. Ed Mort. Detetive particular. Está na plaqueta. Tenho um escritório numa galeria de Copacabana entre um fliperama e uma loja de carimbos. Dá só para o essencial, um telefone mudo e um cinzeiro. Mas insisto numa mesa e numa cadeira. Apesar do protesto das baratas. Elas não vencerão. Comprei um jogo de máscaras.  No meu trabalho o disfarce é essencial. Para escapar dos credores. Outro dia entrei na sala e vi a cara do King Kong andando pelo chão. As baratas estavam roubando as máscaras. Espisoteei meia dúzia. As outras atacaram a mesa. Consegui salvar a minha Bic e o jornal. O jornal era novo, tinha só uma semana. Mas elas levaram a agenda. Saí ganhando. A agenda estava em branco. Meu último caso fora com a funcionária do Erótica, a primeira ótica da cidade com balconista topless. Acabara mal. Mort. Ed Mort. Está na plaqueta.  VERISSIMO, L. F. Ed Mort: todas as histórias.  Porto Alegre: L&PM, 1997 (adaptado)."," Nessa crônica, o efeito de humor é basicamente construído por uma","segmentação de enunciados baseada na descrição dos hábitos do personagem."," ordenação dos constituintes oracionais na qual se destaca o núcleo verbal.","estrutura composicional caracterizada pelo arranjo singular dos períodos.","sequenciação narrativa na qual se articulam eventos absurdos.","seleção lexical na qual predominam informações redundantes.","D",""
